Nombre para mostrar;Clr Clb Newucmdb;Clr Service Code;Subtipo;Grupo de administración de configuración;Clr Istatus;Título;Comentarios;Clr Arr Location;Fecha y hora de modificación del sistema
"tfm1421";"true";"TFM1421";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI  - PROYECTO MIGRACION BALANCEADORES CENTRALIZADOS";"CLT222_TRI_INT_INFRAESTRUCTURA | Virtualization Layer Software (d-tfm2947-gae15-0212-ch121v5)";"14/04/23 22:36:17"
"ssaby48";"true";"SSABY48";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP// SIBERIA // DACENTER TRIARA // HOSTING (HOSTING VIRTUAL) //   DATACENTER SECURID TRIARA //";"CLT313_TRI_COM_OCTADECACORE08_ACI | Virtualization Layer Software (c-tfm4077-gai12-0205-ch121v5)";"17/02/23 22:38:45"
"cp-fssmw01-1";"true";"UKL0285";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI - PROYECTO SMALLWORLD";"CCP-PP01-CL01 | Virtualization Layer Software (ccp-pp01-cl01-esxvs006)";"25/02/23 21:19:45"
"quito2";"true";"FDB0420";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP. COMERCIAL CORP. // CORREO // BOGOTÁ // TRIARA // SERVIDOR VIRTUAL REPOSITORIO2 // HOSTING";"CLT308_TRI_COM_OCTADECACORE04_FP | Virtualization Layer Software (c-tfm2536-eq18-0215-ch121v5)";"17/02/23 22:41:13"
"sonarserver1";"true";"TFM4100";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI_PROYECTO_PCCAAS_VIRTUAL_3";"CLT222_TRI_INT_INFRAESTRUCTURA | Virtualization Layer Software (d-tfm2944-gae15-0209-ch121v5)";"18/02/23 21:10:10"
"prdpvwpdigbd2";"true";"ZBHB433";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP//MEDELLÍN//DATACENTER EL POBLADO, GTD COLOMBIA, CARRERA 45 #14 -111//SERVICIOS ESPECIALES DATACENTER (SERVIDORES VIRTUALES)//NO APLICA // REEMPLAZO DE OT 16397297";"CLT001_PREVISORA_TRIARA | Virtualization Layer Software (d-zbhb420-gae03-27-dl360g10)";"21/03/23 22:35:14"
"grab_triara";"true";"HOXG014";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP  // BOGOTA // DATA CNETER TRIARA // HOSTING (HOSTING VIRTUAL) //AUTOMATICO MASIVO INCIDENTES  CM 258899";"CLT314_TRI_COM_OCTADECACORE09_ACI_ADD | Virtualization Layer Software";"17/03/23 22:37:52"
"gadmin1-1";"true";"TFM4596";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI_PROYECTO_MIGRACIÓN_SERVIDORES_PROYECTO_PCCAAS_2008_VIRTUAL_12";"CLT220_TRI_INT_PCAAS | Virtualization Layer Software (d-tfm3754-gah12-0202-sn550g2)";"24/03/23 22:36:52"
"impsrvlcdm";"true";"TMP0746";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // BOGOTA //HOSTING VIRTUAL TRIARA // MV IMPRESIÓN IMPSRVLCDM";"CLT153_TRI_DED_GRUPOAVAL008_IPA | Virtualization Layer Software";"17/02/23 22:35:59"
"veeam-compensar";"true";"CMP0320";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COMERCIAL CORP // CORREO // HOSTING (HOSTING DEDICADO) // TRIARA - BOGOTA   CMP0320";"";"17/02/23 21:30:23"
"ctapprecord1-4";"true";"TFM3590";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING COMPARTIDO";"SOP COM CORP  // BOGOTÁ // TRIARA // HOSTING_CRECIMIENTO BANCOLOMBIA 2_TRIARA // HOSTING (HOSTING DEDICADO)";"CLT219_TRI_INT_PCAAS | Virtualization Layer Software (d-tfm3181-fbe41-0203-sn550g2)";"14/04/23 22:31:05"
"ebr0848-softexpertest";"true";"EBR0848";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // BOGOTÁ // TRIARA // HOSTING (HOSTING DEDICADO) //REMPLAZO DE OT 18302293 //AUTOMATICO MASIVO INCIDENTES";"CLT314_TRI_COM_OCTADECACORE09_ACI_ADD | Virtualization Layer Software";"25/03/23 21:13:09"
"eoe0689db";"true";"EOE0689";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIAL CORP//CORREO//HOSTING (HOSTING DEDICADO)-NA//TRIARA BOGOTA//BOGOTA";"CLT307_TRI_COM_OCTADECACORE03_FP | Virtualization Layer Software (c-tfm3083-cn05-0215-ch121v5.datacenterdhs.local)";"17/02/23 22:34:13"
"prdpvwpdigap7";"true";"ZBHB431";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP//MEDELLÍN//DATACENTER EL POBLADO, GTD COLOMBIA, CARRERA 45 #14 -111//SERVICIOS ESPECIALES DATACENTER (SERVIDORES VIRTUALES)//NO APLICA // REEMPLAZO DE OT 16397237";"CLT001_PREVISORA_TRIARA | Virtualization Layer Software (d-zbhb421-gae03-28-dl360g10)";"21/03/23 22:42:33"
"hsjserverpcomp";"true";"EVN0019";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERICAL CORPO  // CORREO BOGOTA //TRIARA  //HOSTING (HOSTING VIRTUAL)";"CLT307_TRI_COM_OCTADECACORE03_FP | Virtualization Layer Software (c-tfm2794-eq18-0204-ch121v5)";"22/04/23 21:07:19"
"prdpvwptermap5";"true";"ZBHB391";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP//BOGOTÁ//DATACENTER TRIARA, KM. 7.5 VÍA SIBERIA CELTA TRADE PARK (FUNZA, CUNDINAMARCA)//SERVICIOS ESPECIALES DATACENTER (SERVIDORES VIRTUALES)//NO APLICA";"CLT001_PREVISORA_TRIARA | Virtualization Layer Software (d-zbhb424-gaf03-28-dl360g10)";"02/04/23 21:57:30"
"girsmweb2-1-n";"true";"TFM4434";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI_PROYECTO_MIGRACION_PCCAAS_GIR_VIRTUAL_21";"CLT220_TRI_INT_PCAAS | Virtualization Layer Software (d-tfm3755-gah12-0203-sn550g2)";"18/02/23 21:14:06"
"webserverapp";"true";"SQH0353";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COMERCIAL CORP // CORREO // HOSTING (HOSTING VIRTUAL) // TRIARA - BOGOTA //";"";"22/04/23 20:45:52"
"icol-bckp";"true";"IOD0203";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP// BOGOTA // DATACENTER TRIARA // HOSTING (HOSTING VIRTUAL)";"CLT313_TRI_COM_OCTADECACORE08_ACI | Virtualization Layer Software (c-tfm4069-gax15-0212-ch121v5)";"18/02/23 21:15:20"
"cmp0456app2";"true";"CMP0458";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // BOGOTA  // DATA CENTER TRIARA // HOSTING (HOSTING VIRTUAL) //AUTOMATICO MASIVO INCIDENTES";"CLT314_TRI_COM_OCTADECACORE09_ACI_ADD | Virtualization Layer Software";"17/02/23 22:33:45"
"apmgwp2";"true";"TFM2247";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI_RENOVACIÓN_PLATAFORMA_GESTIÓN_VIRTUAL_#5";"CLT212_TRI_INT_GESTION_MONITOREO | Virtualization Layer Software (d-tfm1936-ef26-1617-rh2288v3)";"14/04/23 22:45:44"
"wrtc-labgea2";"true";"TFM3230";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIALCORPO // CORREO //BOGOTÁ //TRIARA //HOSTING (Hosting Dedicado) //TFMX016";"CLT308_TRI_COM_OCTADECACORE04_FP | Virtualization Layer Software (c-tfm2536-eq18-0215-ch121v5)";"17/04/23 22:43:16"
"toronja";"true";"UCS0199";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"HOSTING DEDICADO EXCHANGE - CAS+HUB 1";"";"18/04/23 21:29:50"
"fidusync";"true";"SFD0115";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COMERCIAL // CORREO // BOGOTA // Datacenter TRIARA // HOSTING (Hosting Virtual)";"CLT127_TRI_DED_FIDUAGRARIA_FP | Virtualization Layer Software (d-sfd0086-cn05-0209-ch121v3)";"17/02/23 22:36:53"
"srvhcilnv01";"true";"CMREY19";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP // BOGOTÁ DC//CRA 10 # 64 -39//SERVICIOS ESPECIALES DATACENTER (SERVICIOS ADMINISTRADOS IT)////ADMINISTRACIÓN SERVIDOR LENOVO THINKSYSTEM SD530 -[7X21CTO1WW] INCLUYE HW Y SO";"";"22/04/23 20:47:28"
"dpvmiffs01";"true";"ZDRU003";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // BOGOTA // DC TRIARA//SERVIDOR SERVIDOR FILE SERVER//IFC COLOMBIA  // HOSTING (HOSTING VIRTUAL)";"CLT313_TRI_COM_OCTADECACORE08_ACI | Virtualization Layer Software (c-tfm4073-gai12-0201-ch121v5)";"22/03/23 22:37:04"
"win-64cfajgb5ag";"true";"ECISC27";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM PYME  // BOGOTA // DATA CENTER // SERVICIOS ESPECIALES DATACENTER (SERVIDORES VIRTUALES) // REMPLAZO DE OT 18917942 //AUTOMATICO MASIVO INCIDENTES";"CLT314_TRI_COM_OCTADECACORE09_ACI_ADD | Virtualization Layer Software";"22/03/23 22:37:59"
"gir-sql-gea-1-1";"true";"TFM2547";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SERVIDOR TRIARA gir-sql-GEA-1-1 - PCAAS BANCOLOMBIA";"CLT216_TRI_INT_PCAAS | Virtualization Layer Software (d-tfm2486-fbd30-2606-bl460cg10)";"14/04/23 22:32:21"
"vmpcimboa";"true";"UCS0082";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"DLok - Servicio de virtualizacion producción principal (TRIARA)";"CLT154_TRI_DED_CONSORCIO | Virtualization Layer Software (d-cme0295-ed18-38-dl360g10)";"17/02/23 22:35:30"
"ctapprecord2-4";"true";"TFM3594";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING COMPARTIDO";"SOP COM CORP  // BOGOTÁ // ORTEZAL // HOSTING_CRECIMIENTO BANCOLOMBIA 2_ORTEZAL // HOSTING (HOSTING DEDICADO)";"CLT203_PCAAS_ORTEZAL | Virtualization Layer Software (d-tfm2817-ac19-0401-sn550g2)";"18/02/23 21:07:23"
"cgcocavfs198";"true";"TKJY016";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP  // BOGOTA // DC TRIARA // HOSTING (HOSTING DEDICADO) // N/A //AUTOMATICO MASIVO INCIDENTES";"CLT314_TRI_COM_OCTADECACORE09_ACI_ADD | Virtualization Layer Software";"19/04/23 22:42:07"
"tfm0722";"true";"TFM0722";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"CI - BUTTHEAD - VideoSeguridad Centralizada - TFM0722";"";"18/02/23 20:04:08"
"smwtp1";"true";"TFM2118";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI_PROYECTO_GESTIÓN_Y_MONITOREO_PROY_SOC_VIRTUAL_1";"CLT212_TRI_INT_GESTION_MONITOREO | Virtualization Layer Software (d-tfm1935-ef26-2526-rh2288v3)";"11/04/23 22:36:29"
"sanvapp01_rep";"true";"SANAU75";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP  // BOGOTA // TRIARA  // HOSTING (HOSTING VIRTUAL) //  //AUTOMATICO MASIVO INCIDENTES";"";"22/04/23 20:42:15"
"appessalud";"true";"OFB0108";"Windows";"Datacenter - Admin Microsoft";"(activo)";"INTERNET DEDICADO TELMEX";"SOP COM CORP // BOGOTA // DATACENTER TRIARA // INTERNET DEDICADO // 50MB  //AUTOMATICO MASIVO INCIDENTES";"CLT313_TRI_COM_OCTADECACORE08_ACI | Virtualization Layer Software (c-tfm4077-gai12-0205-ch121v5)";"17/02/23 22:40:10"
"hermes";"true";"GEG0105";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIAL CORP//CORREO//HOSTING (HOSTING VIRTUAL)//DATACENTER TRIARA//SIBERIA//DATACENTER TRIARA  GEG0105";"CLT305_TRI_COM_OCTADECACORE_FP | Virtualization Layer Software (c-tfm1882-far30-0409-ch121v3.datacenterdhs.local)";"14/04/23 22:42:18"
"hsjserverap7";"true";"EVN0031";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERICAL CORPO  // CORREO BOGOTA //TRIARA  //HOSTING (HOSTING VIRTUAL)";"CLT307_TRI_COM_OCTADECACORE03_FP | Virtualization Layer Software";"17/02/23 22:40:39"
"svream01";"true";"BRI0129";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // BOGOTÁ // DATACENTER TRIARA // HOSTING (HOSTING VIRTUAL)";"CLT314_TRI_COM_OCTADECACORE09_ACI_ADD | Virtualization Layer Software (c-tfm4569-gaf03-08-sr645)";"17/02/23 22:35:47"
"prdpvwponbap1";"true";"ZBHB557";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP  // BOGOTÁ // DATACENTER TRIARA, KILOMETRO. 7.5 VÍA SIBERIA CELTA TRADE PARK (FUNZA, CUNDINAMARCA) // HOSTING (HOSTING VIRTUAL) //  //  //AUTOMATICO MASIVO INCIDENTES";"CLT001_PREVISORA_TRIARA | Virtualization Layer Software (d-zbhb421-gae03-28-dl360g10)";"22/04/23 21:13:48"
"vmplaennec";"true";"LQHZ017";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCAIL CORP // CORREO // BOGOTA // TRIARA // HOSTING (HOSTING VIRTUAL)";"CLT306_TRI_COM_OCTADECACORE02_FP | Virtualization Layer Software (c-tfm2439-eq18-0211-ch121v3)";"16/03/23 22:42:23"
"wsus";"true";"TFM0011";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS ALMACENAMIENTO Y BACKUP";"CI - TANQUE BACKUP (HP STORAGE WORKS MSA70) ORTEZAL";"CLT201_TRI_INT_INFRAESTRUCTURA | Virtualization Layer Software (d-tfm1445-de30-1203-bl620cg7.datacenterdhs.local)";"18/02/23 21:13:26"
"agi-myeng02st01";"true";"AUO0125";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP  // BOGOTA // TRIARA // HOSTING (HOSTING VIRTUAL) //  //AUTOMATICO MASIVO INCIDENTES";"CLT314_TRI_COM_OCTADECACORE09_ACI_ADD | Virtualization Layer Software";"17/02/23 22:42:51"
"cobodctriara1";"true";"IRD0156";"Windows";"Datacenter - Admin Microsoft";"(activo)";"MPLS INTRANET DOMESTIC";"FASE 3  -ES   //MEDELLIN- ENVIGADO  Transversal 27ª Sur Nº 42B - 80  OT 5381158 --- IRD0156";"CLT302_TRI_COM_DECACORE001 | Virtualization Layer Software (c-tfm0347-cw27-2202-bl620)";"23/03/23 22:38:19"
"homam";"true";"KFFT039";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIAL CORPO // CORREO BOGOTA //TRIARA //HOSTING (Hosting Dedicado) //";"CLT307_TRI_COM_OCTADECACORE03_FP | Virtualization Layer Software (c-tfm2796-eq18-0206-ch121v5)";"18/02/23 21:10:18"
"gir2-1";"true";"TFM4601";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI_PROYECTO_MIGRACIÓN_SERVIDORES_PROYECTO_PCCAAS_2008_VIRTUAL_17";"CLT220_TRI_INT_PCAAS | Virtualization Layer Software (d-tfm3758-gah12-0206-sn550g2)";"14/04/23 22:31:17"
"prdpfwpmaap";"true";"ZBHB443";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP  // BOGOTA // DATACENTER TRIARA, KM. 7.5 VÍA SIBERIA CELTA TRADE PARK (FUNZA, CUNDINAMARCA) // SERVICIOS ESPECIALES DATACENTER (SERVICIOS ADMINISTRADOS IT) //  //AUTOMATICO MASIVO INCIDENTES";"";"18/04/23 06:24:41"
"tfm1179";"true";"TFM1179";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI - SERVIDOR VIRTUAL MONITOREO CPE";"";"22/04/23 20:44:50"
"isis";"true";"CME0359";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COMERCIAL CORP // CORREO // BOGOTA // TRAIARA // HOSTING";"";"17/02/23 21:30:28"
"bdorion02";"true";"ZAZ0029";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI_PROYECTO_SOLARWINDS_CORPORATIVO_VIRTUAL_1";"";"22/04/23 20:41:58"
"srvhcilnv04";"true";"CMREY25";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP // BOGOTÁ DC//CRA 10 # 64 -42//SERVICIOS ESPECIALES DATACENTER (SERVICIOS ADMINISTRADOS IT)////ADMINISTRACIÓN SERVIDOR LENOVO THINKSYSTEM SD530 -[7X21CTO1WW] INCLUYE HW Y SO";"";"22/04/23 20:46:58"
"cmsdfm3";"true";"TFM3783";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI_PROYECTO_ACTUALIZACION_CMDB_VIRTUAL_9";"CLT221_TRI_INT_GESTIONCLARO | Virtualization Layer Software (d-tfm2942-gae15-0207-ch121v5)";"23/03/23 22:34:16"
"sdbseps04";"true";"FENA108";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // BOGOTA // DATA CENTER TRIARA // HOSTING (HOSTING VIRTUAL) // REEMPLAZO OT 16711588";"CLT313_TRI_COM_OCTADECACORE08_ACI | Virtualization Layer Software (c-tfm4070-gax15-0213-ch121v5)";"17/03/23 22:31:01"
"cm-ia-guiccc1-1";"true";"TFM2599";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SERVIDOR TRIARA CM-IA-GUICCC1-1 - PCAAS OMNICANALIDAD";"CLT216_TRI_INT_PCAAS | Virtualization Layer Software (d-tfm2489-fbd30-2614-bl460cg10)";"14/04/23 22:43:59"
"risapps";"true";"FSM0079";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP  // BOGOTA  // TRIARA  // HOSTING (HOSTING VIRTUAL) //  //AUTOMATICO MASIVO INCIDENTES";"CLT313_TRI_COM_OCTADECACORE08_ACI | Virtualization Layer Software (c-tfm4076-gai12-0204-ch121v5)";"17/02/23 22:41:17"
"sepabdx";"true";"BDX0085";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP// BOGOTÁ // TRIARA // HOSTING (HOSTING VIRTUAL)";"CLT310_TRI_COM_OCTADECACORE06_ACI | Virtualization Layer Software (c-tfm3144-fbe38-0210-sn550g2)";"08/03/23 22:34:47"
"sinfeps01";"true";"FENA033";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COMERCIAL CORP  // HOSTING (Hosting Virtual) // DATACENTER TRIARA // BOGOTA FENA033";"CLT305_TRI_COM_OCTADECACORE_FP | Virtualization Layer Software (c-tfm2254-far30-0416-ch121v3)";"11/03/23 21:05:55"
"rdctssc04";"true";"RDS0081";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COMERCIAL CORPO // CORREO // BOGOTA // TRIARA // HOSTING (Hosting Virtual)";"CLT308_TRI_COM_OCTADECACORE04_FP | Virtualization Layer Software (c-tfm3082-eq18-0216-ch121v5.datacenterdhs.local)";"17/02/23 22:35:54"
"prdpvwponbdb";"true";"ZBHB544";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP  // BOGOTA // DATACENTER TRIARA  KILOMETRO  7 5 VIA SIBERIA CELTA TRADE PARK (FUNZA  CUNDINAMARCA) // HOSTING (HOSTING VIRTUAL) //AUTOMATICO MASIVO INCIDENTES";"CLT001_PREVISORA_TRIARA | Virtualization Layer Software (d-zbhb421-gae03-28-dl360g10)";"21/03/23 22:35:55"
"srvtrcl09";"true";"TBZ0087";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP  // BOGOTA // TRIARA // HOSTING (HOSTING VIRTUAL) // REEMPLAZO DE OT 17886582 //AUTOMATICO MASIVO INCIDENTES";"CLT313_TRI_COM_OCTADECACORE08_ACI | Virtualization Layer Software (c-tfm4074-gai12-0202-ch121v5)";"22/04/23 21:09:44"
"app-sya";"true";"ZIFL008";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // BOGOTA // DATA CENTER TRIARA // HOSTING (HOSTING VIRTUAL) // CAMPAÑA 1 MES AL 100%";"CLT313_TRI_COM_OCTADECACORE08_ACI | Virtualization Layer Software (c-tfm4073-gai12-0201-ch121v5)";"15/04/23 21:11:22"
"cygnus";"true";"TMP0662";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // BOGOTA  // TURQUESA MV //HOSTING (HOSTING VIRTUAL)";"CLT140_TRI_DED_GRUPOAVAL006_FP | Virtualization Layer Software (d-tfm3990-cv20-0209-ch121v5)";"18/02/23 21:12:05"
"tenn269pre";"true";"TENN269";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIAL CORP// SAP 6000011510// HOSTING -2 TENN269";"CLT302_TRI_COM_DECACORE001 | Virtualization Layer Software";"18/02/23 21:10:24"
"vmpmocanero";"true";"UCS0082";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"DLok - Servicio de virtualizacion producción principal (TRIARA)";"CLT112_TRI_DED_CONSORCIOPRODUCCION | Virtualization Layer Software (d-cme0293-em18-0201-bl460cg9.datacenterdhs.local)";"17/02/23 22:31:41"
"sf-corec";"true";"FQA0172";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP//  BOGOTÁ DC // DATACENTER TRIARA //  HOSTING (HOSTING VIRTUAL)";"CLT143_TRI_DED_COREC2_ACI | Virtualization Layer Software (d-fqa0154-gbd15-20-2288hv5)";"17/04/23 22:42:33"
"lavanda";"true";"TMP0352";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // CORREO // PROYECTO IAAS PASSWORD MANAGER PRO // HOSTING // MÁQUINA VIRTUAL X86 N1, BASE DE DATOS MSSQLTRIARA TMP0352";"CLT114_TRI_DED_GRUPOAVAL001_FP | Virtualization Layer Software (d-tfm1666-faf05-0102-bl460cg9.datacenterdhs.local)";"03/03/23 22:37:56"
"smsrcp1";"true";"TFM2129";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI_PROYECTO_GESTIÓN_Y_MONITOREO_PROY_SOC_VIRTUAL_12";"";"22/04/23 20:42:22"
"sipostndb1n";"true";"SQH0111";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOAV CORPORATIVO//MAIL//Servidor  1 - Capa de Persistencia // SIPOSTDB01";"";"18/02/23 20:27:54"
"gim2-1";"true";"TFM1306";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COMERCIAL// HOSTING// ORTEZAL  BOGOTA";"C06_PCAAS_ORTEZAL | Virtualization Layer Software (d-att3903-oad06-0202-bl460g8.datacenterdhs.local)";"18/02/23 21:15:05"
"gir1-2";"true";"TFM2456";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI_PROYECTO_CXaaS_VIRTUAL_2";"CLT216_TRI_INT_PCAAS | Virtualization Layer Software (d-tfm2486-fbd30-2606-bl460cg10)";"14/04/23 22:31:47"
"pr0980dcp1";"true";"ZBHB233";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP//BOGOTÁ//DATACENTER TRIARA, KM. 7.5 VÍA SIBERIA CELTA TRADE PARK (FUNZA, CUNDINAMARCA)//SERVICIOS ESPECIALES DATACENTER (SERVIDORES VIRTUALES)//NO APLICA";"CLT001_PREVISORA_TRIARA | Virtualization Layer Software (d-zbhb420-gae03-27-dl360g10)";"21/03/23 22:42:34"
"prdpvwpdigfs1";"true";"ZBHB434";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP//MEDELLÍN//DATACENTER EL POBLADO, GTD COLOMBIA, CARRERA 45 #14 -111//SERVICIOS ESPECIALES DATACENTER (SERVIDORES VIRTUALES)//NO APLICA // REEMPLAZO DE OT 16397298";"CLT001_PREVISORA_TRIARA | Virtualization Layer Software (d-zbhb424-gaf03-28-dl360g10)";"21/03/23 22:39:03"
"svdhcp3";"true";"ZGKK172";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP//  BOGOTÁ DC // DC INVIMA // SERVICIOS ESPECIALES DATACENTER (SERVICIOS ADMINISTRADOS IT)";"";"22/04/23 20:43:09"
"horus";"true";"CME0361";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COMERCIAL CORP // CORREO // BOGOTA // TRAIARA // HOSTING";"";"05/04/23 14:13:00"
